title,company,address,salery,date,salary_min,salary_max,provence,city,area
嵌入式硬件工程师,海速芯（无锡）科技有限公司,无锡-无锡新区,1-1.5万/月,06-12,10000.0,15000.0,江苏省,无锡,无锡新区
嵌入式硬件工程师,成都思维硅信科技有限责任公司,成都,4-8千/月,06-12,4000.0,8000.0,四川省,成都,
嵌入式硬件工程师,江苏集萃脑机融合智能技术研究所有...,苏州-相城区,15-24万/年,06-12,12500.0,20000.0,江苏省,苏州,相城区
嵌入式硬件工程师（五险一金+包吃住）,郑州枫华实业股份有限公司,郑州-郑东新区,0.6-1万/月,06-12,6000.0,10000.0,河南省,郑州,郑东新区
嵌入式硬件工程师,爱动超越人工智能科技（北京）有限...,北京-东城区,1-1.5万/月,06-12,10000.0,15000.0,北京市,北京,东城区
嵌入式硬件工程师,中仿智能科技（上海）股份有限公司...,上海-松江区,0.8-1.5万/月,06-11,8000.0,15000.0,上海市,上海,松江区
嵌入式硬件工程师,智慧式控股有限公司,成都-双流区,0.8-1万/月,06-11,8000.0,10000.0,四川省,成都,双流区
嵌入式硬件工程师/高级硬件工程师（IoT）,广东百德朗科技有限公司,广州-黄埔区,0.9-1.5万/月,06-11,9000.0,15000.0,广东省,广州,黄埔区
嵌入式硬件工程师,无锡盛景电子科技有限公司,无锡-滨湖区,1.5-2万/月,06-11,15000.0,20000.0,江苏省,无锡,滨湖区
嵌入式硬件工程师,南京美基森信息技术有限公司,南京-秦淮区,1.5-2万/月,06-11,15000.0,20000.0,江苏省,南京,秦淮区
嵌入式硬件工程师,江苏固德威电源科技股份有限公司,苏州,1-1.5万/月,06-11,10000.0,15000.0,江苏省,苏州,
嵌入式硬件工程师,南京谷佰信息科技有限公司,南京-雨花台区,0.8-1.2万/月,06-11,8000.0,12000.0,江苏省,南京,雨花台区
嵌入式硬件工程师,深圳智联时代信息技术有限公司,深圳-南山区,0.8-1万/月,06-11,8000.0,10000.0,广东省,深圳,南山区
嵌入式硬件工程师,宁波智轩物联网科技有限公司,宁波-高新区,0.6-1.2万/月,06-11,6000.0,12000.0,浙江省,宁波,高新区
高级嵌入式硬件工程师,广东敏华电器有限公司,深圳-宝安区,1.5-2.5万/月,06-11,15000.0,25000.0,广东省,深圳,宝安区
嵌入式硬件工程师,湖北贡想实业有限公司,武汉-硚口区,0.8-1.2万/月,06-10,8000.0,12000.0,湖北省,武汉,硚口区
嵌入式硬件工程师,上海华铭智能终端设备股份有限公司...,上海,1.2-1.8万/月,06-10,12000.0,18000.0,上海市,上海,
嵌入式硬件工程师,河南众擎科技有限公司,郑州-中原区,0.7-1.2万/月,06-10,7000.0,12000.0,河南省,郑州,中原区
嵌入式硬件工程师,汉王科技股份有限公司,北京-海淀区,1.2-1.6万/月,06-10,12000.0,16000.0,北京市,北京,海淀区
